Year,Song Title,Artist,Lyrics,Number of featured artists,Featured artists
2000,Déterminé (Ft. Faf Larage),Shurik'n,"
On va le dire comme ça, à l'ancienne
Détermination, j'ai trop besoin d'elle
...

Faudrait que tu m'attaches et me baillones, faudrait que tu m'emp

...

",1,['Faf Larage']
2000,Déterminé (intro) (Ft. Faf Larage),Shurik'n,"On va l'dire comme ça, à l'ancienne, détermination, j'ai trop b'soin d'elle
Grâce au ciel, j'ai des ailes, chaque fois qu'on m'freine, je r'pars de plus belle
On va l'dire comme ça, à l'ancienne, détermination, j'ai trop b'soin d'elle
Grâce au ciel, j'ai des ailes, chaque fois qu'on m'freine, je r'pars de plus belle
On va l'dire comme ça, à l'ancienne, ouais putain,  Détermination!
",1,['Faf Larage']
1998,Esprit anesthésié (Ft. Faf Larage),Shurik'n,"

Bienvenue dans le dévaste-land, bouteilles cassées
Cyclos brûlés, centre social pas vraiment terminé
Peinture, façade remaquillée pour masquer la pauvreté
Au cas où le touriste ne serait pas prêt
Voiture de police, travail absent, embrouille au feu vert
Terrasse pleine, un bon resto de poissons face à la mer
Galère, le énième contrôle de la semaine
""Tes papiers fils"" tu les a pas, on t'amène
Surtout si ton nom commence par Ben
Mec nerveux au volant
"" T'as un problème ? Quoi ? Descends ! "", devant ses enfants
Comme un chiffonnier chemise pleine de sang
Honte pour un adulte soi-disant civilisé
Incapable de tempérer son tempérament
Enfermé dans le contexte boulot-maison-prisonnier
A cran toute la journée, on finit par agresser
Soupape de sécurité, stade de foot plein à craquer
Quatre buts, deux-trois jeux télés, esprit anesthésié

L'esprit embrumé, anesthésié
La pilule est toujours passée, grillés comment on fait ?
Aveuglés par le peu de gloire
L'espoir de s'en tirer sans empirer pourquoi on voit rien, hey ?
L'esprit embrumé, anesthésié
Tu paies, tu râles et t'encaisses laisse faire et
Oublie jusqu'au prochain jour où tu en chiais
Retourne dans le cycle et l'esprit anesthésié

Meeting, bande d'excités souvent armés
Enragés, fou de joie à l'idée de dégainer
Les premiers, sans pitié, la boule est déjà lancée
Une quille est tombée mais bon, elle n'est pas blanche, y'a pas de regrets
Intolérance poussée à l'extrême, épaulé par la crème
Fanatique, aveuglé par la voix aryenne
Et qu'à cela ne tienne, de l'autre côté, on a la même
Mentalité, les infidèles sont condamnés
C'est Hitler contre Staline
, 
Pétain contre Mussolini
Un mal contre mal, pas d'extra-balles, fin de partie
Sentiment d'insécurité provoqué
Par les camions de police garés dans chaque rue et chaque quartier
Loi Pasqua proposée, vivement huée, prises d'otages simultanées
Camouflage, ta pilule est passée
Diversion, un tac-o-tac, 2 morpions, gratter, courir
Après le gros paquet, esprit anesthésié
",1,['Faf Larage']
,Faut que je m'échappe,Shurik'n,"
Faut que j'm'arrache d'ici, mec
D'une manière ou d'une autre
Et vite avant que j'me vautre
Tu le sais

Laisse-moi planer, stocker mes pensées
Traits peu conscenciels, laisse-moi rester sensé
Influencé XXX j'connais mes classiques
Mais y'a pas de contrefaçons faut rester racé
J'rappe, parce qu'on a trop de blessures à panser
J'vise pas le Panthéon, j'veux pas être encensé
J'suis qu'un grain de plus, un jour j'ai saisi ma chance, et
Ça m'arrangeait bien, j'avait plutôt mal commencé
J'ai stoppé l'errance, début d'une renaissance
La vue, je trouve un sens, la vision devient plus 
 trans'
C'est la fin de l'ignorance, le constat est sanglant
Le mal vient de chez nous, on a 1000 ans de tourbillons
Et depuis que je sais que cette France n'en veut pas du mélange
Ils trouvent 10000 excuses bidon pour nous mettre à distance
Y'a que les années qui changent, pas les esprits
Dès que le frigo se vide c'est le nouveau, l'étranger, qui dérange
C'est ce qui les démange, nous offrir des vacances
Voyage gratuit avec bracelet dans les fauteuils d'Air France
Savoir-vivre et élégance, on s'astique sur l'écorce
""Y'a rien"", le décor, et t'as l'extrême inverse de l'opulence
 x 2
Faut qu'je m'échappe
De cette prison
Et je puise les XXX XXX
Avant de toucher fond
Elle est quelque part
La solution
Je ne cesse de chercher
C'est à moi d'le faire car c'est moi qui suis la clé

J'vais te faire un confidence, même si tu le savais d'avance
Matraques et promesses dansent souvent à la même cadence
Vaillant soldat, pur au combat, j'applique mes connaissances
Pope Alexandre, je serai la pointe au bout de sa lance
C'est du béton pas du tout-venant lorsque le pro s'avance
Las de leurs manigances, flirte avec l'intolérance
XXX XXX mais pas de faïence
Pulchérie
, j'suis pas la pour leur dire toutes les conneries que certains rêvent d'entendre
",0,
2000,Faut que j'renaisse (Ft. Faf Larage),Shurik'n,"
Faut que j'renaisse fissa avant qu'on m'enterre trop vite je sais que ça
Va se faire de toute façon j'espère ne pas mordre à l'hameçon d'ici là
Même dans mon élément j'ouvre l'oeil prêt à l'action
Sinon je me retrouve sans cervelle la tête sous le cul du gazon
Je dois renaître à chaque page elles sont ma raison
D'être comme l'éveil pour le sage atomiser ma cage tel un songe
Libérer la rage en toile de fond pour pas le toucher trop vite
Je nage à contresens d'instinct esquive les naïfs dans le pétrin

Tel un Phoenix, renaître, pas que les cendres pourrissent
Rejeter les dés sans crainte de se mouiller
Lardé de problèmes en tout genre et au quotidien et
Personne ne voit rien, faut faire avec
Ta famille à dos ou ton boulot qui suit pas
La tune qui manque un handicap là pour les faibles
Seuls les fous ou les forts en réchappent et la chance
Se défile comme par hasard quand t'as le plus besoin d'aide
Attendre de toucher le fond ? Jeter l'éponge ? Nan
Faut se retourner le cerveau, combien ici sont indemne ?

Pas finir stupide, marcher dans le vide sans rien pour me guider
Même quand la route est risquée pas question de se planter
Faut que j'renaisse, faut faut que j'renaisse
A chaque hourra, chaque coup bas, chaque fois, chaque combat
Chaque seconde vécu jusqu'au trépas
Faut que j'renaisse, faut faut que j'renaisse

Je dois renaître à chaque feuille comme le soleil chaque matin
N'est pas Phoenix qui veut les téméraires y laisseront leurs gains
Heureux les saints que se remanient sans se ménager
Malins qui se démarquent des esprits enragés saccagés sur le côté!
Je dois renaître à chaque feuille comme le soleil chaque matin
N'est pas Phoenix qui veut les téméraires y laisseront leurs gains
Heureux les saints que se remanient sans se ménager
Malins qui se démarquent des esprits enragés saccagés sur le côté

Ouais alors s'il le faut faire un bout de chemin à ses côtés soit
Le doute ? Si on le maîtrise on le matte
Par l'acte, agir avant de faire le constat
De ses rides qu'on aurait pu faire ceci ou cela
Faut faut qu'je renaisse à chaque texte, à chaque pas et
""Faut faut qu'je renaisse toute façon j'ai pas le choix et! ""
""Ouais comme le Phoenix quoi! et oui au moins tu apprécies la journée et pas de regrets à la fin!""
Sûr cest ce que je voudrais un soleil sous ma fenêtre
Un ciel sans tâches, inspiré, mon cahier
Retranscrit mes joies sur les pages tu le sais
Fuck les haineux aujourd'hui j'en chie pas pourquoi j'aurai pas
Le droit de dresser un flow sans failles sur un jour faste
",1,['Faf Larage']
1998,Fugitif,Shurik'n,"

Bon, messieurs, comme nous en avons été informé ce matin, notre vieil ami est vivant, et en bonne santé
- Oui, c'est exact
- Et vous ne le trouverez jamais. Il est trop malin

Je baptise un nouveau stylo
Signe ma feuille immaculée
La Vierge n'est plus
Mordu d'arts martiaux, trop de style au
Devant de la scène, pile au premier rang
Je capte et retranscrit les faits
Tel est mon lot
Montreur de mots, diseur d'images
Ouvreur de cages, compteur des mots
Ecrire ma rage sur page
Vomir ma noirceur
En live des caniveaux, un roi sans vassaux
Un capitaine coulant avec son vaisseau
Un rien qui dérange, sur moi
Ils braquent leurs faisceaux
Là, je disparais, subtil jusqu'à l'invisible
Efface les traces sauf celles faites
Au feutre à bille indélébile, sur vinyle
Je me fous de savoir qui s'en souviendra
Ce qui compte, c'est ici et maintenant
Pas ce qui se passera dans dix ans
Sans chichis, une vérité déferle, amer est mon verbe
J'écris souvent mes vers sur les nerfs
Acerbe, je balance mes tripes sur Clairefontaine
Au feeling, j'aime pas le travail à la chaîne
Digne et si je ne t'aime pas
Je ne dirai pas que je t'aime
Ca gène et c'est ce que j'aim
e : râler
Dire ma vérité, irriter, rester
Un beau parleur sur ondes, toujours prêt à brailler
Trop de choses à dire, pas le temps de pendre
Au bout d'une canne à pêche
9-8 un fugitif
Toujours sur la brèche
",0,
2012,Fugitif 2 (Ft. Samm (Coloquinte)),Shurik'n,"
Identifiez-les, qui sont-ils ?
 (Ah)
Comment ils nous ont infiltré ?
 (Tu connais le team)
C'est le lieu de la planque, ambitieux
Un véritable engin de mort
Ces deux vont me rendre dingue
Il va falloir très vite s'occuper de ça
Je suis d'accord..

Quand ça cogne ferme, tu le sais
Quand l'oreille pleure, tu le sais
Entend le débit, ça tu connais
Bombe A, c'est l'effet
Virulent, c'est un fait
Aucune magie, ni de fait
On dit les choses, comment c'est
Brut, c'est comme ça qu'on fait
Toujours droit comme les pyramides
La rage : un art de vivre
Le reste est savamment dosé, le tout bien canalisé
Ils pensent qu'on va se poser quand le fantôme revient déguisé
Je garde l’œil au viseur, même si le pays s'est Zidanisé
Ici c'est le fond qui fait loi, le flow
L'applique, beaucoup de pratique
C'est là qu'est la voie, la théorie suffit pas
Les questions on s'en pose pas, du bénéfice y en aura
On sait déjà qui se gavera, donc des remords j'en aurai pas
Chaque jour j'essaye de faire un pas
C'est pas facile, mais si j'tente rien c'est l'oubli
Qui se pointe et le vide est pas très loin
Le malin se frotte les mains à l'idée
Que je puisse perdre pied
Alors je fais gaffe où je dépose
Espérant que ça va le faire chier
",1,['Samm']
,Ici,Shurik'n,"
J'suis pas un desperado, j'suis pas non plus un Zorro
La poisse est là pour tous, moi aussi j'ai eu mon lot
J'vais pas le laisser me charmer, j'aime pas la facilité
J'ai fait l'effort, du coup la poisse c'est moi qui l'ai épousé
J'ai pas suivi les panneaux, pas cru en Eldorado
Me dépanner, c'est peut-être pour ça que je peux encore déballer
Je sais d'où je viens, mais ce qui compte c'est ce que je fais
Ici...

... J'suis pas né avec des prédispositions
Spéciales, juste un bouffon
Normal, comme n'importe qui
J'ai pas eu tous les jouets que j'ai voulu, les fringues dont j'ai rêvé
Mais c'était loin, aujourd'hui
J'ai pas fait un démarrage foudroyant, 
l'école c'était soûlant
Et puis y'avait déjà les filles
Premières boums, premières guerres, premières baffes
Premiers pas sur la piste et d'entrée tu sentais la maîtrise
La prof m'a mis au fond près du chauffage, devant trop dissipé
Déjà je tenais pas en place, alors la prof m'a mis devant sous son regard
Derrière trop dissipé, c'est clair je tenais pas en place
Puis on m'a dit qu'il valait mieux ne pas insister
Que l'avenir c'était d'aller jouer les apprentis
Comme tu peux voir j'ai un cursus des plus banals
Rien d'écrit au départ, et malgré mon handicap
Je m'en sors pas si mal
Et pourtant...
",0,
2016,Interlude (Ft. Tragedy Khadafi),Shurik'n,"Paroles bientôt en ligne !
",1,['Tragedy Khadafi']
2016,Intro,Shurik'n,"Devine qui revoilà
Devine qui revoilà
Devine qui revoilà
Devine qui revoilà
Devine qui revoilà
Comme dans un home run, on fait l'tour d'la piste
On est à la maison
Cerval Shurik'n te brutalise à l'ancienne comme un Shoryuken
Obscure est le flow comme de l'eau claire
La force est tapie dans les hautes herbes
Toujours prête à bondir, toutes griffes dehors
Son école est d'argent et son titre est d'or
Authentique, autant dire qu'à la Biggie elle kick the door
Camouflage, Shurik'n
",0,
2000,J'ai pas envie (Ft. Faf Larage),Shurik'n,"
T'as pas envie de voir la folie gagner le peuple
Et déchirer tout ce qui peut y avoir d'humain en toi
T'as pas envie de sentir la douleur croissante
S'immiscent dans ton esprit l'aspirer et malmener ta foi
T'as pas envie de ces cauchemars de destruction
De choyer des ruines simplement parce que c'était chez toi autrefois
T'as pas envie que ce qui se passe ailleurs se passe ici
T'as pas envie, j'ai pas envie, ils ont pas envie de ça
Pas envie des hurlements de canons couvrant les cris des tiens
De ces feux d'artifices mortels sur ton toit

Conscient d'avoir la chance d'être en vie je veux pas l'ôter à d'autre par plaisir
Aucune différence ne me choque j'ai pas envie de me salir
Je veux pas que les fantômes sans faces hantent mes nuits et mes souvenirs
Pour que le remord vienne me finir on naît pour construire
Pas l'inverse j'ai pas envie de vivre dans la maison de l'angoisse
Où naissent les haineux astiquant leurs treillis heureux d'occire tout ce qu'est pas de leur paroisse
J'ai pas envie que pour une croyance le cornu fasse du bénéf' profitant
De nos défaillances pour semer la sanglante semence
J'ai pas envie que le scénario se déroule comme eux le veulent comme eux le disent
J'ai pas envie qu'on attise la hantise du nouveau qu'on médise qu'on se vise
Pour rien qu'une devise nous divise à l'heure où les e-mail fusent et où le ciel se remplit de fusées

T'as pas envie de sentir la mort sous forme de gaz
Un raz-de-marée dont le nom ne se prononcent pas
De ces condoléances stéréotypes au phone ou écrites
Si hypocrites que ta famille n'assumerait pas
T'as pas envie que des puissants ou des fanatiques
Déterminent sur des cartes ce qui t'appartient ou pas
T'as pas envie que ce soit des idéaux douteux ou des
Nombres à neuf chiffres qui décident si tu dois vivre ou pas
T'as pas envie, non, t'as pas envie que ça t'arrive
T'as pas envie que tes enfants le découvrent dans les reportages historiques plus tard
Trot tard, t'as pas envie nan
",1,['Faf Larage']
1998,J'attends,Shurik'n,"
6 heures du soir, depuis la veille on avait préparé le coup
Pensé, repensé à tout, voitures, flingues, sacs, on tient son code jusqu'au bout
C'est l'heure, tout le monde en place, soyez très vigilants
Surtout, restez calme, on ne verse pas de sang inutilement
Mais ça a foiré un type est arrivé pour prendre à bouffer
Un des miens trop paniqué a tiré un pruneau dur à digérer
L'enfer commence, on saute dans les voitures les sacs vides
Démarrage en trombe, déjà la cavalerie rapplique
S'ensuit une course poursuite épique
À travers les rues de la ville
On aurait du mourir cent fois
Mais les dieux ont plus de vices qu'un agent de police
Classique, coincés par une benne à ordures
Piégés, pris, les sirènes se rapprochent
J'entends d'ici le cliquetis des menottes
Le bilan est lourd, 5 passants écrasés
Une voiture et ses occupants disparus dans un nuage de fumée
Payer le prix fort, sanction, peine capitale dans les dents
Enfermé dans un bastion, depuis, j'attends

J'voulais la vie de château
Des femmes et des Veuve Clicquot, des Mercos
Que du boulot, coincé, l'jackpot au casino
J'voulais des virées en bateau, 
du caviar dans un seau
Des limos avec chauffeur, pas question de rouler en Twingo
J'voulais la vie de château
Des femmes et des Veuve Clicquot, des Mercos
Sapé Hugo pour les noubas à Rio
J'voulais aller plus haut, toucher l'Olympe, finir au Panthéon
J'voulais la vie de château, j'n'ai eu que le donjon
",0,
2016,J'écris,Shurik'n,"
Moi je fais face à ma feuille, cette fille là me rend fou
Chaque fois que j'l'effleure j'peux sentir mon pouls
Il accélère encore et encore jusqu'au mur du son
J'suis là comme un puceau, j'sais plus où planquer mon crayon
A chaque fois c'est là même, eh oui je sais bien qu'elle me mène
Par le bout du nez, même si je l'sais ben j'y vais quand même
C'qu'elle veut c'est que j'me livre, lire en moi comme dans un livre
Elle veut qu'mon âme soit vide, libre, alors qu'la mélodie m’enivre
Elle veut tout mes secrets, les plus enfouis, les plus sombres
Tu vois l'genre, elle me jauge, elle me teste, elle me sonde
Elle sait que j'ai besoin d'elle autant que l'air que je respire
Mais pas question de balivernes, elle se froisse si t'as rien à dire
Et j'crains l'pire chaque fois qu'à l'heure où les lits grincent
La belle se pointe et braque mon cerveau au lyrical butin
Elle veut mes failles, mes blessures, ma foi, mes rêves et mes ratures
Voir ma vraie nature, briser mon armure
(x2)
Et à l'heure où la nuit tombe, quand l'atmosphère se plombe
Les princes, les princesses et les clochards font la ronde
Moi j'écris

Et moi j'suis toujours là assis seul face à ma feuille
Une grande pièce vide blanche dont je n'ose franchir le seuil
Elle veut qu'j'me lâche me elle dit que rien ne la dérange
Même sous l'orage des plus forts elle seule saurai m'entendre
Elle veut apaiser mes colères et malgré les ratures
Entre elle et moi ça dure c'est dire si ce lien est pur
Mon cœur perd ses fruits et les mots cachent sa robe
Et c'est grâce à ça que mes rimes elle tâchent le globe
Ouais ma feuille m'aime envers et contre tous
Les sourds et les jaloux, ma feuille s'en contrefout
Aucun secret entre nous le pacte est scellé
À chaque fois qu'on se voit je me dois d'exceller
J'ai les cellules en ébullition j'donne tout c'que j'ai
Dès l'premier jet je sais qu'on va s'jeter dans la même direction
Ma solution sur ses ailes j'ai touché le ciel
Comme punition une fessée lyricale à grande échelle
(x4)
Et à l'heure où la nuit tombe, quand l'atmosphère se plombe
Les princes, les princesses et les clochards font la ronde
Moi j'écris
",0,
2000,Je me dois de représenter (Ft. Faf Larage),Shurik'n,"
On va conjurer le sort qu'ils nous réservent
Des exemples de réussite on en manque des cris de victoire
On veut en entendre si des gens d'en bas réussissent
On veut en vanter les mérites merde si y a moyen
À un détail près mec on veut avoir le choix
Vu que le fric offre aux hors-la-loi l'immunité j'sais pas
On prendra le cash de l'or, de quoi brûler les formats
Représente pour ceux qui veulent voir plus loin que ça
Des métiers intouchables pour ta couleur ton adresse c'est un handicap
Des gosses qui vivent en marge de ta société de barges
Qui les classes dans les rues comme un problème un outrage
Ça fait des mômes pas épanouis qui s'ennuient
Des jeunes séduits par les ennuis des fautes commises
Trop tôt divers niveaux de fléaux dispo
Dans les griffes du chaos sans idéaux c'est ce qui se dit, oh
Tu nous regardes et de oh oh... Une seconde... une seconde
C'est pas le milieu qui est censé faire l'homme ta pitié
Ton mépris fuck, qui représente ? On sait
Qui nous respecte ? On sait, qui nous néglige ? On sait
Rien qu'au regard on sait au discours on sait élève
Ma voix pour des milliers de pensées laisse-moi représenter

Tu voudrais nous voir rentrer dans le moule
Qu'on y nage et qu'on y coule, parce que nos gênes refusent de s'y plier
Mais c'est pas ce qu'on est venu chercher les clôtures, ne pas se résigner
Ouais t'as les mecs y raflent des marchés grâce à nos vieux qui en ont chié
Niveau bénéfice zéro l'office sera brèf là-haut
Un bouton ""erase"" et sur ta chaise il y aura déjà le nouveau minot
Sûr ça nous fait craquer péter les plombs
Quand les courbatures symbolisent notre éducation
Et c'est pour ça qu'on représente, on représente tout le temps
Représente mon clan mon rang mon sang
Pour chaque esprit rebelle fuyant le néant
S'accrochant aux Titans on va les choquer maintenant
Ton échelle de valeurs on s'en tape mec
Tu nous regarde de haut t'as peur qu'on te pique ton fric et ta place mec
Tu nous regarde de haut priant pour que l'histoire ne se répète pas mec
Tu nous regarde de haut parce que de près t'oserais même pas
",1,['Faf Larage']
1998,J'lève mon verre,Shurik'n,"

Serval diseur d'images, fils
Ouaiiiis !

J'lève mon verre à ceux qui croient plus en rien
À ceux qui, chaque matin, s'étirent dans le brouillard
Et piquent du nez dans un café noir
À ces aubes rouges rubis, à ces derniers levés de soleil qui n'ont pas de prix, et ce parvis nappé de groseilles
À ces femmes qui au réveil ne sentent rien sous leurs mains
Ces mômes armés de fusils en treillis qui ne pensent pas à demain
J'lève mon verre à ceux qui dorment sous des tôles par-ci par-là ; et à tous ces morts de luxe qui pourrissent dans des villas
J'lève mon verre à la naissance d'un gosse qui rempli une fosse
À ces crosses qui servent souvent de hochet, ceux qui endossent la connerie de l'autre et se vautrent sans rechigner
Comme un pigeon résigné, pleurant qu'il n'a pas fait exprès
À ces pères qui se crèvent le cul pour que leur fils deale du shit
 et ceux
Qui ne voient pas leurs francs violé les terres vierges de leurs filles
À toutes ces villes fantômes, tachées de corbeaux
Oeuvre d'un crétin hors-normes
Allez J'lève mon verre à l'Homme

J'lève mon verre à ceux qui roussissent au cagnard blindé
Ceux qui croupissent à l'ombre coincé derrière une porte blindée
À ceux qui savent mais la ferment, ces vérités sans oxygène
Ces libertés bardées de chaînes et ce vent de folie qui se déchaîne
Ces pochtrons au comptoir, leur regard comme leurs jours ternes
Ces sourires en costumes qui tuent, pour remplir une citerne
À ceux qui ne voient pas la mort autrement qu'au combat
À celui qui croit qu'il s'en sortira, la chance sourit à ceux-là
À tous mes potes présents et à ceux déjà partis
À tous ceux qui n' ont pas voulu jouer par peur de perdre la partie
À ces sacrés souvenirs qu'on garde enfouis au fond de sa tête, qu'on calme à coup de fumette chaque fois que le relent guette
Ces coeurs touchés, ces corps couchés, ces âmes fauchées
Comme un blé trop vert,
 
maudits soient les moissons de la colère
.
Mon verre? J'le lève aux rumeurs enivrantes qui envoûtent l'esprit d'un crétin hors-normes
Allez J'lève mon verre à l'Homme!

À tous ces gouvernements pourris, à tous leurs suicidés
À tous ceux qui sourient bêtement, à toi qui jette les dés
Et même si des fois, certains s'écrient : ""Ça y est c'est décidé cette fois je le fais.""
J'lève mon verre à ceux qui n'ont pas le cul béni par les fées
À ceux qui se le bronze au soleil, qui font leur pays des merveilles
Et à tous les faignants dont le désir puissant est de faire pareil
À toutes ces mères qui savent trop bien pour avoir veillé la veille, que
Sur notre bonne vieille Terre rien n'est plus cher que l'oseille
À toutes ces balafres au sucre qu'une note salée laissera et
La mère absente qui exulte dés qu'une moitié s'en va
J'lève mon verre a ces poches trouées par les doigts et
Celles trouées par le poids des sous, ceux qui ont toujours eu le choix
À toutes ces pensées rances qui n'enfantent que dans la souffrance et
À ces immenses crétins qui nous appellent la sous-France
À ceux qui relativisent bien , 
à ceux qui m'en veulent, ouais !
Que ceux-là réfléchissent et visent bien!
J'lève mon verre à ces troncs tendres, à leurs écorces de pierre et
À ceux qui en prennent plein les dents et malgré tout les serrent
À ces sacs Vuitton pleins, à ces cartons par-terre
À ceux qui partent pour des diam's et qui reviennent avec du verre
À ceux qui se croient au paradis et qui ont les poils qui crament abusé
Ce nectar de la vie que la mort s'exclame bien en user
À ce bon vieux bitume d'où naît le flash qui nourrit ma plume
Et vos yeux
Allez j'lève mon verre à l'Homme
Ouais, on manque de neurones fils
Faut pas que ça t'étonnes..
",0,
2000,La cambriole (Ft. Faf Larage),Shurik'n,"
- La baraque sa mère !
- C'est là, c'est là ? T'es sûr que c'est là ?
- Un plan sur, sans accros
- Vas-y gare la caisse, évite les réverbères
- Mais qu'est-ce que c'est ça ?
- J'y pense chaque fois
- Il commence à me gonfler ce gros naze
- Il a pas digéré
- T'inquiètes, ces portes là ça me connait
- Tu vois la porte, tu vois mon pied ?
- Bizarre qu'il y est pas d'alarme
- Si on voulait des canapés, on se ferait des Conforma gros naze
",1,['Faf Larage']
2016,Lâchez-moi,Shurik'n,"
J'viens d'me faire chier dans les heures de pointe
J'rejoins les collègues comme tout les matins
J'suis même pas réveillé, tout l'monde me parle de tiercé, de chasse et de leurs problèmes de reins
Lâchez-moi, sérieux, j'ai même pas encore bu le café
Lâchez-moi, j'ai encore les yeux fermés
J'ai atterris quelque temps à peine, un décalage de 10 heures dans la tête
Y'a la télé qui gueule et le chat qui miaule, y'a des travaux dehors et mon téléphone
Lâchez-moi, sérieux, là faut qu'je dorme
Lâchez-moi, faut qu'j'passe en off
Depuis ce matin j'suis en promo, j'compte plus les phrases, j'compte plus les mots
Et là le gars s'pointe, la même question bête, c'que je pense vu qu'là j'suis entre Y et Z
Lâchez-moi, y'a pas une question mieux que ça ?
Lâchez-moi, j'parle que de rap
(x4)
Lâchez-moi

Hier un pote m'a dit qu'son pote lui avait dit que même il lui a dit qu'il a entendu dire que quelqu'un lui a dit mais qu'il fallait pas l'dire, mais c'est pas sûr, c'est son pote qui lui a dit
Lâchez-moi, oh sérieux oh, j'ai pas qu'ça à faire dans ma vie
Lâchez-moi, j'ai pas d'temps à perdre, j'veux la vivre
On m'vend une bonne affaire à la radio
On m'vend un téléphone à la télé
Porno, assurance pleins les ordis
Après ça on te dit qu'c'est la crise
Lâchez-moi, j'ai pas envie d'une vie à crédit
Lâchez-moi, et sur ma gueule y'a pas écrit pige'
Il parait qu'on est tous sur écoute, chut
Beaucoup trop d'merde dans la bouffe
Faut sortir armé de nos jours, se méfier de tout et de tous, surveiller partout
Lâchez-moi, j'ai les nerfs à bout
Lâchez-moi, et là j'sens qu'j'vais devenir fou
(x6)
Lâchez-moi
",0,
2000,"La légende des deux lames (Ft. Faf Larage, Freeman (FRA) & K-Rhyme Le Roi)",Shurik'n,"
Hé vieillard, alors t'aurais bien une histoire pour moi et mes amis guerriers, hein ?""
""Une histoire ?.. Vous tous ici, valeureux guerriers connaissez la légende des 2 épées
Gentilshommes, trop d'obscurité entache ce récit. Permettez à votre humble serviteur de vous révéler l'intégralité de cette nuit où La Garde naquit...
Un poignard dans le silence à un cheveux de mon bras
Les sens en alerte couché sur le sol prêt au combat
J'ai volé qu'un pain, rien qui justifie un tel sort
Pour un gosse affamé dans les quartiers pauvres
Ça fait trop longtemps que ça dure, des embuscades bizarres
Des embrouilles inattendues ponctuées de magie noire
Je sais qu'il y a un truc qui cloche, un danger qui rôde
Mais c'est la vie dans les ruelles de Mars
""... Ah ça tu l'as dit hein, hé du vin maraud.. et la suite vieillard ?""
La suite ? C'est courir jusqu'à en perdre haleine
Grimper sur les toits de la Taverne en évitant les carreaux d'arbalètes
Un sort d'illusion m'a sauvé, j'en ai tué un
La patrouille Royale qui me poursuivait
Chaque fois que ma vie est en jeu les souvenirs affluent
Un sentiment de déjà vu, un passé vécu dans la solitude
Un gamin déjà mercenaire, habitué au vol formé
Pour la guerre toujours en quête d'une bourse pleine
Ça fait des heures que je fuis mes assassins avertis
Seul mon instinct me guide pour assurer ma survie
Comme une voix intérieure qui me pousse coûte que coûte
À faire un dernier effort l'ultime course me pousse
Sur les quais au coeur d'une histoire
Où un autre que moi luttait pour sa vie contre les mêmes couards

Alors...
Voici le récit des 2 lames qui déjouèrent le sort
Le sort !
Un revers de manche essuya mon front trempé de sueur
Ça faisait des heures que je courais sans pouvoir les semer
Je sentais leur odeur dominer la puanteur régnant dans ce secteur
Dans ce quartier sans coeur pendant que le mien tentait de reprendre son souffle
À cause de qui et pourquoi devais-je fuir
Pourquoi cette ville grouillée de sorciers et soldats ne pensant qu'à m'occire
J'ai vu mes poursuivants je les croyais mi homme mi animal
Tels démons issus de plan abyssal d'où le relent de souffre
Je comprenais rien à tout ça la mort aux trousses comptant que sur mon instinct
Malgré cette voix dans ma tête disant que c'était mon destin
Fallait que je continue rue après rue le doute faisant glue
Pas le temps pour combattre dur d'avancer dans ce noir plein d'ordures
La lune dans le dos, ombre dans l'ombre, je longeais les murs gris
Chaque recoin sombre chaque pénombre offrant un abri
Jusqu'au quai trancher les gorges des veilleurs quand la nuit se remplit d'un cri de douleur
Au loin un homme assailli se battait avec ardeur

Alors...
Voici le récit des 2 lames qui déjouèrent le sort
Le sort !
",3,"['K-Rhyme Le Roi', 'Freeman', 'Faf Larage']"
